tienda_id,fecha,hora,clientes_estimados
T051,2026-09-29,3,0
T051,2026-09-29,4,0
T051,2026-09-29,5,0
T051,2026-09-29,6,0
T051,2026-09-29,7,4
T051,2026-09-29,8,11
T051,2026-09-29,9,29
T051,2026-09-29,10,55
T051,2026-09-29,11,144
T051,2026-09-29,12,170
T051,2026-09-29,13,203
T051,2026-09-29,14,263
T051,2026-09-29,15,252
T051,2026-09-29,16,269
T051,2026-09-29,17,235
T051,2026-09-29,18,241
T051,2026-09-29,19,198
T051,2026-09-29,20,180
T051,2026-09-29,21,0
T051,2026-09-29,22,0
T051,2026-09-29,23,0
T051,2026-09-30,0,0
T051,2026-09-30,1,0
T051,2026-09-30,2,0
T051,2026-09-30,3,0
T051,2026-09-30,4,0
T051,2026-09-30,5,0
T051,2026-09-30,6,0
T051,2026-09-30,7,7
T051,2026-09-30,8,14
T051,2026-09-30,9,39
T051,2026-09-30,10,76
T051,2026-09-30,11,185
T051,2026-09-30,12,215
T051,2026-09-30,13,302
T051,2026-09-30,14,341
T051,2026-09-30,15,370
T051,2026-09-30,16,345
T051,2026-09-30,17,295
T051,2026-09-30,18,208
T051,2026-09-30,19,331
T051,2026-09-30,20,236
T051,2026-09-30,21,0
T051,2026-09-30,22,0
T051,2026-09-30,23,0
T051,2026-10-01,0,0
T051,2026-10-01,1,0
T051,2026-10-01,2,0
T051,2026-10-01,3,0
T051,2026-10-01,4,0
T051,2026-10-01,5,0
T051,2026-10-01,6,0
T051,2026-10-01,7,3
T051,2026-10-01,8,10
T051,2026-10-01,9,27
T051,2026-10-01,10,50
T051,2026-10-01,11,105
T051,2026-10-01,12,143
T051,2026-10-01,13,181
T051,2026-10-01,14,240
T051,2026-10-01,15,272
T051,2026-10-01,16,256
T051,2026-10-01,17,219
T051,2026-10-01,18,225
T051,2026-10-01,19,216
T051,2026-10-01,20,172
T051,2026-10-01,21,0
T051,2026-10-01,22,0
T051,2026-10-01,23,0
T051,2026-10-02,0,0
T051,2026-10-02,1,0
T051,2026-10-02,2,0
T051,2026-10-02,3,0
T051,2026-10-02,4,0
T051,2026-10-02,5,0
T051,2026-10-02,6,1
T051,2026-10-02,7,4
T051,2026-10-02,8,12
T051,2026-10-02,9,34
T051,2026-10-02,10,66
T051,2026-10-02,11,109
T051,2026-10-02,12,158
T051,2026-10-02,13,194
T051,2026-10-02,14,242
T051,2026-10-02,15,235
T051,2026-10-02,16,222
T051,2026-10-02,17,228
T051,2026-10-02,18,247
T051,2026-10-02,19,261
T051,2026-10-02,20,190
T051,2026-10-02,21,0
T051,2026-10-02,22,0
T051,2026-10-02,23,0
T051,2026-10-03,0,0
T051,2026-10-03,1,0
T051,2026-10-03,2,0
T051,2026-10-03,3,0
T051,2026-10-03,4,0
T051,2026-10-03,5,0
T051,2026-10-03,6,1
T051,2026-10-03,7,6
T051,2026-10-03,8,18
T051,2026-10-03,9,38
T051,2026-10-03,10,82
T051,2026-10-03,11,173
T051,2026-10-03,12,291
T051,2026-10-03,13,233
T051,2026-10-03,14,426
T051,2026-10-03,15,367
T051,2026-10-03,16,372
T051,2026-10-03,17,389
T051,2026-10-03,18,417
T051,2026-10-03,19,368
T051,2026-10-03,20,285
T051,2026-10-03,21,0
T051,2026-10-03,22,0
T051,2026-10-03,23,0
