tienda_id,fecha,hora,tickets,monto_mxn
T051,2026-09-27,15,338,78816.88
T051,2026-09-27,16,297,68940.76
T051,2026-09-27,17,288,60907.05
T051,2026-09-27,18,272,57905.59
T051,2026-09-27,19,232,51877.64
T051,2026-09-27,20,235,56775.17
T051,2026-09-27,21,0,0.0
T051,2026-09-27,22,0,0.0
T051,2026-09-27,23,0,0.0
T051,2026-09-28,0,0,0.0
T051,2026-09-28,1,0,0.0
T051,2026-09-28,2,0,0.0
T051,2026-09-28,3,0,0.0
T051,2026-09-28,4,0,0.0
T051,2026-09-28,5,0,0.0
T051,2026-09-28,6,0,0.0
T051,2026-09-28,7,2,462.15
T051,2026-09-28,8,10,2307.74
T051,2026-09-28,9,27,6258.0
T051,2026-09-28,10,45,9237.09
T051,2026-09-28,11,83,18735.24
T051,2026-09-28,12,123,28280.0
T051,2026-09-28,13,159,33538.61
T051,2026-09-28,14,211,46948.29
T051,2026-09-28,15,200,44221.77
T051,2026-09-28,16,195,47362.89
T051,2026-09-28,17,176,42909.2
T051,2026-09-28,18,197,40167.11
T051,2026-09-28,19,159,39771.37
T051,2026-09-28,20,130,27589.16
T051,2026-09-28,21,0,0.0
T051,2026-09-28,22,0,0.0
T051,2026-09-28,23,0,0.0
T051,2026-09-29,0,0,0.0
T051,2026-09-29,1,0,0.0
T051,2026-09-29,2,0,0.0
T051,2026-09-29,3,0,0.0
T051,2026-09-29,4,0,0.0
T051,2026-09-29,5,0,0.0
T051,2026-09-29,6,0,0.0
T051,2026-09-29,7,3,703.77
T051,2026-09-29,8,8,1830.85
T051,2026-09-29,9,22,5071.87
T051,2026-09-29,10,43,9245.49
T051,2026-09-29,11,112,23607.17
T051,2026-09-29,12,133,28739.79
T051,2026-09-29,13,159,34264.2
T051,2026-09-29,14,206,47615.73
T051,2026-09-29,15,197,45951.19
T051,2026-09-29,16,210,46342.1
T051,2026-09-29,17,184,43849.72
T051,2026-09-29,18,188,44672.41
T051,2026-09-29,19,155,34891.79
T051,2026-09-29,20,141,30069.97
T051,2026-09-29,21,0,0.0
T051,2026-09-29,22,0,0.0
T051,2026-09-29,23,0,0.0
T051,2026-09-30,0,0,0.0
T051,2026-09-30,1,0,0.0
T051,2026-09-30,2,0,0.0
T051,2026-09-30,3,0,0.0
T051,2026-09-30,4,0,0.0
T051,2026-09-30,5,0,0.0
T051,2026-09-30,6,0,0.0
T051,2026-09-30,7,5,1042.1
T051,2026-09-30,8,10,2280.75
T051,2026-09-30,9,30,7182.23
T051,2026-09-30,10,59,13164.08
T051,2026-09-30,11,145,33170.94
T051,2026-09-30,12,168,33919.42
T051,2026-09-30,13,236,50708.79
T051,2026-09-30,14,267,56193.63
T051,2026-09-30,15,290,58385.31
T051,2026-09-30,16,270,60399.69
T051,2026-09-30,17,231,45613.56
T051,2026-09-30,18,163,33854.9
T051,2026-09-30,19,259,56054.88
T051,2026-09-30,20,184,39221.03
T051,2026-09-30,21,0,0.0
T051,2026-09-30,22,0,0.0
T051,2026-09-30,23,0,0.0
T051,2026-10-01,0,0,0.0
T051,2026-10-01,1,0,0.0
T051,2026-10-01,2,0,0.0
T051,2026-10-01,3,0,0.0
T051,2026-10-01,4,0,0.0
T051,2026-10-01,5,0,0.0
T051,2026-10-01,6,0,0.0
T051,2026-10-01,7,2,437.41
T051,2026-10-01,8,7,1493.17
T051,2026-10-01,9,21,4768.89
T051,2026-10-01,10,39,8632.89
T051,2026-10-01,11,82,17632.23
T051,2026-10-01,12,112,24084.2
T051,2026-10-01,13,141,29460.82
T051,2026-10-01,14,188,43857.87
T051,2026-10-01,15,213,47557.78
T051,2026-10-01,16,200,42561.46
T051,2026-10-01,17,171,39568.18
T051,2026-10-01,18,176,38045.83
T051,2026-10-01,19,169,34942.66
T051,2026-10-01,20,134,31323.55
T051,2026-10-01,21,0,0.0
T051,2026-10-01,22,0,0.0
T051,2026-10-01,23,0,0.0
T051,2026-10-02,0,0,0.0
T051,2026-10-02,1,0,0.0
T051,2026-10-02,2,0,0.0
T051,2026-10-02,3,0,0.0
T051,2026-10-02,4,0,0.0
T051,2026-10-02,5,0,0.0
T051,2026-10-02,6,0,0.0
T051,2026-10-02,7,3,592.64
T051,2026-10-02,8,9,2037.38
T051,2026-10-02,9,26,6344.67
T051,2026-10-02,10,51,12236.23
T051,2026-10-02,11,85,20634.78
T051,2026-10-02,12,123,25960.61
T051,2026-10-02,13,152,35346.83
T051,2026-10-02,14,189,40516.51
T051,2026-10-02,15,184,41380.84
T051,2026-10-02,16,174,36234.87
T051,2026-10-02,17,178,38311.89
T051,2026-10-02,18,193,41472.19
T051,2026-10-02,19,204,47408.32
T051,2026-10-02,20,148,34233.26
T051,2026-10-02,21,0,0.0
T051,2026-10-02,22,0,0.0
T051,2026-10-02,23,0,0.0
T051,2026-10-03,0,0,0.0
T051,2026-10-03,1,0,0.0
T051,2026-10-03,2,0,0.0
T051,2026-10-03,3,0,0.0
T051,2026-10-03,4,0,0.0
T051,2026-10-03,5,0,0.0
T051,2026-10-03,6,0,0.0
T051,2026-10-03,7,4,952.84
T051,2026-10-03,8,14,3051.16
T051,2026-10-03,9,29,6207.55
T051,2026-10-03,10,64,15402.77
T051,2026-10-03,11,135,31923.51
T051,2026-10-03,12,228,50769.58
T051,2026-10-03,13,182,39883.31
T051,2026-10-03,14,333,73570.61
T051,2026-10-03,15,287,64554.28
T051,2026-10-03,16,291,69896.57
T051,2026-10-03,17,304,69038.28
T051,2026-10-03,18,326,75134.93
T051,2026-10-03,19,288,67796.39
T051,2026-10-03,20,223,46695.05
T051,2026-10-03,21,0,0.0
T051,2026-10-03,22,0,0.0
T051,2026-10-03,23,0,0.0
