tienda_id,fecha,hora,clientes_estimados
T001,2026-10-02,4,0
T001,2026-10-02,5,0
T001,2026-10-02,6,0
T001,2026-10-02,7,0
T001,2026-10-02,8,4
T001,2026-10-02,9,14
T001,2026-10-02,10,39
T001,2026-10-02,11,64
T001,2026-10-02,12,84
T001,2026-10-02,13,115
T001,2026-10-02,14,140
T001,2026-10-02,15,115
T001,2026-10-02,16,126
T001,2026-10-02,17,146
T001,2026-10-02,18,158
T001,2026-10-02,19,151
T001,2026-10-02,20,99
T001,2026-10-02,21,85
T001,2026-10-02,22,0
T001,2026-10-02,23,0
T001,2026-10-03,0,0
T001,2026-10-03,1,0
T001,2026-10-03,2,0
T001,2026-10-03,3,0
T001,2026-10-03,4,0
T001,2026-10-03,5,0
T001,2026-10-03,6,0
T001,2026-10-03,7,0
T001,2026-10-03,8,8
T001,2026-10-03,9,25
T001,2026-10-03,10,55
T001,2026-10-03,11,91
T001,2026-10-03,12,130
T001,2026-10-03,13,209
T001,2026-10-03,14,232
T001,2026-10-03,15,213
T001,2026-10-03,16,224
T001,2026-10-03,17,241
T001,2026-10-03,18,223
T001,2026-10-03,19,197
T001,2026-10-03,20,178
T001,2026-10-03,21,127
T001,2026-10-03,22,0
T001,2026-10-03,23,0
T007,2026-09-27,0,0
T007,2026-09-27,1,0
T007,2026-09-27,2,0
T007,2026-09-27,3,0
T007,2026-09-27,4,0
T007,2026-09-27,5,0
T007,2026-09-27,6,0
T007,2026-09-27,7,8
T007,2026-09-27,8,25
T007,2026-09-27,9,67
T007,2026-09-27,10,112
T007,2026-09-27,11,203
T007,2026-09-27,12,356
T007,2026-09-27,13,444
T007,2026-09-27,14,412
T007,2026-09-27,15,504
T007,2026-09-27,16,477
T007,2026-09-27,17,493
T007,2026-09-27,18,417
T007,2026-09-27,19,487
T007,2026-09-27,20,297
T007,2026-09-27,21,245
T007,2026-09-27,22,178
T007,2026-09-27,23,0
T007,2026-09-28,0,0
T007,2026-09-28,1,0
T007,2026-09-28,2,0
T007,2026-09-28,3,0
T007,2026-09-28,4,0
T007,2026-09-28,5,0
T007,2026-09-28,6,0
T007,2026-09-28,7,6
T007,2026-09-28,8,14
T007,2026-09-28,9,42
T007,2026-09-28,10,85
T007,2026-09-28,11,174
T007,2026-09-28,12,207
T007,2026-09-28,13,330
T007,2026-09-28,14,351
T007,2026-09-28,15,420
T007,2026-09-28,16,388
T007,2026-09-28,17,370
T007,2026-09-28,18,308
T007,2026-09-28,19,312
T007,2026-09-28,20,279
T007,2026-09-28,21,255
T007,2026-09-28,22,123
T007,2026-09-28,23,0
T007,2026-09-29,0,0
T007,2026-09-29,1,0
T007,2026-09-29,2,0
T007,2026-09-29,3,0
T007,2026-09-29,4,0
T007,2026-09-29,5,0
T007,2026-09-29,6,1
T007,2026-09-29,7,6
T007,2026-09-29,8,11
T007,2026-09-29,9,48
T007,2026-09-29,10,70
T007,2026-09-29,11,164
T007,2026-09-29,12,231
T007,2026-09-29,13,301
T007,2026-09-29,14,339
T007,2026-09-29,15,378
T007,2026-09-29,16,354
T007,2026-09-29,17,400
T007,2026-09-29,18,336
T007,2026-09-29,19,377
T007,2026-09-29,20,280
T007,2026-09-29,21,134
T007,2026-09-29,22,175
T007,2026-09-29,23,0
T007,2026-09-30,0,0
T007,2026-09-30,1,0
T007,2026-09-30,2,0
T007,2026-09-30,3,0
T007,2026-09-30,4,0
T007,2026-09-30,5,0
T007,2026-09-30,6,3
T007,2026-09-30,7,8
T007,2026-09-30,8,24
T007,2026-09-30,9,46
T007,2026-09-30,10,111
T007,2026-09-30,11,216
T007,2026-09-30,12,273
T007,2026-09-30,13,413
T007,2026-09-30,14,442
T007,2026-09-30,15,475
T007,2026-09-30,16,525
T007,2026-09-30,17,357
T007,2026-09-30,18,480
T007,2026-09-30,19,393
T007,2026-09-30,20,301
T007,2026-09-30,21,305
T007,2026-09-30,22,186
T007,2026-09-30,23,0
T007,2026-10-01,0,0
T007,2026-10-01,1,0
T007,2026-10-01,2,0
T007,2026-10-01,3,0
T007,2026-10-01,4,0
T007,2026-10-01,5,0
T007,2026-10-01,6,1
T007,2026-10-01,7,6
T007,2026-10-01,8,14
T007,2026-10-01,9,34
T007,2026-10-01,10,87
T007,2026-10-01,11,141
T007,2026-10-01,12,223
T007,2026-10-01,13,294
T007,2026-10-01,14,307
T007,2026-10-01,15,372
T007,2026-10-01,16,326
T007,2026-10-01,17,384
T007,2026-10-01,18,326
T007,2026-10-01,19,253
T007,2026-10-01,20,272
T007,2026-10-01,21,237
T007,2026-10-01,22,134
T007,2026-10-01,23,0
T007,2026-10-02,0,0
T007,2026-10-02,1,0
T007,2026-10-02,2,0
T007,2026-10-02,3,0
T007,2026-10-02,4,0
T007,2026-10-02,5,0
T007,2026-10-02,6,0
T007,2026-10-02,7,6
T007,2026-10-02,8,15
T007,2026-10-02,9,42
T007,2026-10-02,10,84
T007,2026-10-02,11,130
T007,2026-10-02,12,235
T007,2026-10-02,13,263
T007,2026-10-02,14,358
T007,2026-10-02,15,339
T007,2026-10-02,16,287
T007,2026-10-02,17,300
T007,2026-10-02,18,301
T007,2026-10-02,19,322
T007,2026-10-02,20,256
T007,2026-10-02,21,179
T007,2026-10-02,22,113
T007,2026-10-02,23,0
T007,2026-10-03,0,0
T007,2026-10-03,1,0
T007,2026-10-03,2,0
T007,2026-10-03,3,0
T007,2026-10-03,4,0
T007,2026-10-03,5,0
T007,2026-10-03,6,1
T007,2026-10-03,7,7
T007,2026-10-03,8,32
T007,2026-10-03,9,56
T007,2026-10-03,10,113
T007,2026-10-03,11,241
T007,2026-10-03,12,322
T007,2026-10-03,13,468
T007,2026-10-03,14,480
T007,2026-10-03,15,528
T007,2026-10-03,16,596
T007,2026-10-03,17,524
T007,2026-10-03,18,539
T007,2026-10-03,19,526
T007,2026-10-03,20,381
T007,2026-10-03,21,330
T007,2026-10-03,22,239
T007,2026-10-03,23,0
T009,2026-09-27,0,0
T009,2026-09-27,1,0
T009,2026-09-27,2,0
T009,2026-09-27,3,0
T009,2026-09-27,4,0
T009,2026-09-27,5,0
T009,2026-09-27,6,0
T009,2026-09-27,7,4
T009,2026-09-27,8,18
T009,2026-09-27,9,36
T009,2026-09-27,10,87
T009,2026-09-27,11,160
T009,2026-09-27,12,274
T009,2026-09-27,13,308
T009,2026-09-27,14,360
T009,2026-09-27,15,372
T009,2026-09-27,16,349
T009,2026-09-27,17,349
T009,2026-09-27,18,330
T009,2026-09-27,19,309
T009,2026-09-27,20,319
T009,2026-09-27,21,0
T009,2026-09-27,22,0
T009,2026-09-27,23,0
T009,2026-09-28,0,0
T009,2026-09-28,1,0
T009,2026-09-28,2,0
T009,2026-09-28,3,0
T009,2026-09-28,4,0
T009,2026-09-28,5,0
T009,2026-09-28,6,0
T009,2026-09-28,7,3
T009,2026-09-28,8,13
T009,2026-09-28,9,31
T009,2026-09-28,10,49
T009,2026-09-28,11,116
T009,2026-09-28,12,132
T009,2026-09-28,13,196
T009,2026-09-28,14,235
T009,2026-09-28,15,260
T009,2026-09-28,16,217
T009,2026-09-28,17,213
T009,2026-09-28,18,211
T009,2026-09-28,19,195
T009,2026-09-28,20,186
T009,2026-09-28,21,0
T009,2026-09-28,22,0
T009,2026-09-28,23,0
T009,2026-09-29,0,0
T009,2026-09-29,1,0
T009,2026-09-29,2,0
T009,2026-09-29,3,0
T009,2026-09-29,4,0
T009,2026-09-29,5,0
T009,2026-09-29,6,0
T009,2026-09-29,7,1
T009,2026-09-29,8,10
T009,2026-09-29,9,31
T009,2026-09-29,10,64
T009,2026-09-29,11,118
T009,2026-09-29,12,150
T009,2026-09-29,13,232
T009,2026-09-29,14,241
T009,2026-09-29,15,280
T009,2026-09-29,16,255
T009,2026-09-29,17,259
T009,2026-09-29,18,182
T009,2026-09-29,19,186
T009,2026-09-29,20,193
T009,2026-09-29,21,0
T009,2026-09-29,22,0
T009,2026-09-29,23,0
T009,2026-09-30,0,0
T009,2026-09-30,1,0
T009,2026-09-30,2,0
T009,2026-09-30,3,0
T009,2026-09-30,4,0
T009,2026-09-30,5,0
T009,2026-09-30,6,0
T009,2026-09-30,7,4
T009,2026-09-30,8,14
T009,2026-09-30,9,48
T009,2026-09-30,10,78
T009,2026-09-30,11,150
T009,2026-09-30,12,197
T009,2026-09-30,13,249
T009,2026-09-30,14,270
T009,2026-09-30,15,286
T009,2026-09-30,16,273
T009,2026-09-30,17,321
T009,2026-09-30,18,312
T009,2026-09-30,19,241
T009,2026-09-30,20,216
T009,2026-09-30,21,0
T009,2026-09-30,22,0
T009,2026-09-30,23,0
T009,2026-10-01,0,0
T009,2026-10-01,1,0
T009,2026-10-01,2,0
T009,2026-10-01,3,0
T009,2026-10-01,4,0
T009,2026-10-01,5,0
T009,2026-10-01,6,0
T009,2026-10-01,7,4
T009,2026-10-01,8,10
T009,2026-10-01,9,22
T009,2026-10-01,10,56
T009,2026-10-01,11,98
T009,2026-10-01,12,168
T009,2026-10-01,13,206
T009,2026-10-01,14,245
T009,2026-10-01,15,228
T009,2026-10-01,16,270
T009,2026-10-01,17,199
T009,2026-10-01,18,183
T009,2026-10-01,19,139
T009,2026-10-01,20,181
T009,2026-10-01,21,0
T009,2026-10-01,22,0
T009,2026-10-01,23,0
T009,2026-10-02,0,0
T009,2026-10-02,1,0
T009,2026-10-02,2,0
T009,2026-10-02,3,0
T009,2026-10-02,4,0
T009,2026-10-02,5,0
T009,2026-10-02,6,0
T009,2026-10-02,7,3
T009,2026-10-02,8,10
T009,2026-10-02,9,25
T009,2026-10-02,10,53
T009,2026-10-02,11,118
T009,2026-10-02,12,144
T009,2026-10-02,13,207
T009,2026-10-02,14,232
T009,2026-10-02,15,244
T009,2026-10-02,16,223
T009,2026-10-02,17,175
T009,2026-10-02,18,234
T009,2026-10-02,19,216
T009,2026-10-02,20,139
T009,2026-10-02,21,0
T009,2026-10-02,22,0
T009,2026-10-02,23,0
T009,2026-10-03,0,0
T009,2026-10-03,1,0
T009,2026-10-03,2,0
T009,2026-10-03,3,0
T009,2026-10-03,4,0
T009,2026-10-03,5,0
T009,2026-10-03,6,0
T009,2026-10-03,7,4
T009,2026-10-03,8,18
T009,2026-10-03,9,43
T009,2026-10-03,10,92
T009,2026-10-03,11,181
T009,2026-10-03,12,231
T009,2026-10-03,13,349
T009,2026-10-03,14,342
T009,2026-10-03,15,385
T009,2026-10-03,16,357
T009,2026-10-03,17,333
T009,2026-10-03,18,372
T009,2026-10-03,19,343
T009,2026-10-03,20,227
T009,2026-10-03,21,0
T009,2026-10-03,22,0
T009,2026-10-03,23,0
T010,2026-09-27,0,0
T010,2026-09-27,1,0
T010,2026-09-27,2,0
T010,2026-09-27,3,0
T010,2026-09-27,4,0
T010,2026-09-27,5,0
T010,2026-09-27,6,0
T010,2026-09-27,7,0
T010,2026-09-27,8,14
T010,2026-09-27,9,38
T010,2026-09-27,10,90
T010,2026-09-27,11,160
T010,2026-09-27,12,242
T010,2026-09-27,13,280
T010,2026-09-27,14,377
T010,2026-09-27,15,343
T010,2026-09-27,16,340
T010,2026-09-27,17,305
T010,2026-09-27,18,323
T010,2026-09-27,19,311
T010,2026-09-27,20,270
T010,2026-09-27,21,214
T010,2026-09-27,22,140
T010,2026-09-27,23,0
T010,2026-09-28,0,0
T010,2026-09-28,1,0
T010,2026-09-28,2,0
T010,2026-09-28,3,0
T010,2026-09-28,4,0
T010,2026-09-28,5,0
T010,2026-09-28,6,0
T010,2026-09-28,7,0
T010,2026-09-28,8,10
T010,2026-09-28,9,35
T010,2026-09-28,10,55
T010,2026-09-28,11,85
T010,2026-09-28,12,171
T010,2026-09-28,13,160
T010,2026-09-28,14,207
T010,2026-09-28,15,253
T010,2026-09-28,16,234
T010,2026-09-28,17,230
T010,2026-09-28,18,172
T010,2026-09-28,19,206
T010,2026-09-28,20,196
T010,2026-09-28,21,120
T010,2026-09-28,22,83
T010,2026-09-28,23,0
T010,2026-09-29,0,0
T010,2026-09-29,1,0
T010,2026-09-29,2,0
T010,2026-09-29,3,0
T010,2026-09-29,4,0
T010,2026-09-29,5,0
T010,2026-09-29,6,0
T010,2026-09-29,7,0
T010,2026-09-29,8,10
T010,2026-09-29,9,25
T010,2026-09-29,10,60
T010,2026-09-29,11,129
T010,2026-09-29,12,157
T010,2026-09-29,13,189
T010,2026-09-29,14,251
T010,2026-09-29,15,195
T010,2026-09-29,16,210
T010,2026-09-29,17,174
T010,2026-09-29,18,263
T010,2026-09-29,19,242
T010,2026-09-29,20,193
T010,2026-09-29,21,125
T010,2026-09-29,22,71
T010,2026-09-29,23,0
T010,2026-09-30,0,0
T010,2026-09-30,1,0
T010,2026-09-30,2,0
T010,2026-09-30,3,0
T010,2026-09-30,4,0
T010,2026-09-30,5,0
T010,2026-09-30,6,0
T010,2026-09-30,7,0
T010,2026-09-30,8,13
T010,2026-09-30,9,39
T010,2026-09-30,10,78
T010,2026-09-30,11,130
T010,2026-09-30,12,221
T010,2026-09-30,13,256
T010,2026-09-30,14,391
T010,2026-09-30,15,316
T010,2026-09-30,16,426
T010,2026-09-30,17,307
T010,2026-09-30,18,262
T010,2026-09-30,19,230
T010,2026-09-30,20,245
T010,2026-09-30,21,151
T010,2026-09-30,22,115
T010,2026-09-30,23,0
T010,2026-10-01,0,0
T010,2026-10-01,1,0
T010,2026-10-01,2,0
T010,2026-10-01,3,0
T010,2026-10-01,4,0
T010,2026-10-01,5,0
T010,2026-10-01,6,0
T010,2026-10-01,7,0
T010,2026-10-01,8,8
T010,2026-10-01,9,27
T010,2026-10-01,10,67
T010,2026-10-01,11,95
T010,2026-10-01,12,185
T010,2026-10-01,13,210
T010,2026-10-01,14,218
T010,2026-10-01,15,241
T010,2026-10-01,16,223
T010,2026-10-01,17,225
T010,2026-10-01,18,192
T010,2026-10-01,19,164
T010,2026-10-01,20,151
T010,2026-10-01,21,148
T010,2026-10-01,22,94
T010,2026-10-01,23,0
T010,2026-10-02,0,0
T010,2026-10-02,1,0
T010,2026-10-02,2,0
T010,2026-10-02,3,0
T010,2026-10-02,4,0
T010,2026-10-02,5,0
T010,2026-10-02,6,0
T010,2026-10-02,7,0
T010,2026-10-02,8,11
T010,2026-10-02,9,31
T010,2026-10-02,10,64
T010,2026-10-02,11,112
T010,2026-10-02,12,160
T010,2026-10-02,13,185
T010,2026-10-02,14,242
T010,2026-10-02,15,227
T010,2026-10-02,16,241
T010,2026-10-02,17,288
T010,2026-10-02,18,237
T010,2026-10-02,19,218
T010,2026-10-02,20,158
T010,2026-10-02,21,136
T010,2026-10-02,22,101
T010,2026-10-02,23,0
T010,2026-10-03,0,0
T010,2026-10-03,1,0
T010,2026-10-03,2,0
T010,2026-10-03,3,0
T010,2026-10-03,4,0
T010,2026-10-03,5,0
T010,2026-10-03,6,0
T010,2026-10-03,7,0
T010,2026-10-03,8,15
T010,2026-10-03,9,32
T010,2026-10-03,10,97
T010,2026-10-03,11,130
T010,2026-10-03,12,220
T010,2026-10-03,13,291
T010,2026-10-03,14,339
T010,2026-10-03,15,344
T010,2026-10-03,16,363
T010,2026-10-03,17,354
T010,2026-10-03,18,329
T010,2026-10-03,19,297
T010,2026-10-03,20,302
T010,2026-10-03,21,150
T010,2026-10-03,22,126
T010,2026-10-03,23,0
T018,2026-09-27,0,0
T018,2026-09-27,1,0
T018,2026-09-27,2,0
T018,2026-09-27,3,0
T018,2026-09-27,4,0
T018,2026-09-27,5,0
T018,2026-09-27,6,1
T018,2026-09-27,7,4
T018,2026-09-27,8,18
T018,2026-09-27,9,42
T018,2026-09-27,10,95
T018,2026-09-27,11,133
T018,2026-09-27,12,260
T018,2026-09-27,13,392
T018,2026-09-27,14,414
T018,2026-09-27,15,363
T018,2026-09-27,16,382
T018,2026-09-27,17,382
T018,2026-09-27,18,357
T018,2026-09-27,19,325
T018,2026-09-27,20,297
T018,2026-09-27,21,0
T018,2026-09-27,22,0
T018,2026-09-27,23,0
T018,2026-09-28,0,0
T018,2026-09-28,1,0
T018,2026-09-28,2,0
T018,2026-09-28,3,0
T018,2026-09-28,4,0
T018,2026-09-28,5,0
T018,2026-09-28,6,0
T018,2026-09-28,7,3
T018,2026-09-28,8,13
T018,2026-09-28,9,34
T018,2026-09-28,10,55
T018,2026-09-28,11,112
T018,2026-09-28,12,186
T018,2026-09-28,13,210
T018,2026-09-28,14,238
T018,2026-09-28,15,260
T018,2026-09-28,16,213
T018,2026-09-28,17,249
T018,2026-09-28,18,255
T018,2026-09-28,19,197
T018,2026-09-28,20,190
T018,2026-09-28,21,0
T018,2026-09-28,22,0
T018,2026-09-28,23,0
T018,2026-09-29,0,0
T018,2026-09-29,1,0
T018,2026-09-29,2,0
T018,2026-09-29,3,0
T018,2026-09-29,4,0
T018,2026-09-29,5,0
T018,2026-09-29,6,0
T018,2026-09-29,7,4
T018,2026-09-29,8,10
T018,2026-09-29,9,25
T018,2026-09-29,10,57
T018,2026-09-29,11,88
T018,2026-09-29,12,148
T018,2026-09-29,13,188
T018,2026-09-29,14,209
T018,2026-09-29,15,227
T018,2026-09-29,16,183
T018,2026-09-29,17,204
T018,2026-09-29,18,245
T018,2026-09-29,19,207
T018,2026-09-29,20,137
T018,2026-09-29,21,0
T018,2026-09-29,22,0
T018,2026-09-29,23,0
T018,2026-09-30,0,0
T018,2026-09-30,1,0
T018,2026-09-30,2,0
T018,2026-09-30,3,0
T018,2026-09-30,4,0
T018,2026-09-30,5,0
T018,2026-09-30,6,1
T018,2026-09-30,7,4
T018,2026-09-30,8,13
T018,2026-09-30,9,35
T018,2026-09-30,10,83
T018,2026-09-30,11,130
T018,2026-09-30,12,214
T018,2026-09-30,13,291
T018,2026-09-30,14,260
T018,2026-09-30,15,305
T018,2026-09-30,16,273
T018,2026-09-30,17,336
T018,2026-09-30,18,314
T018,2026-09-30,19,280
T018,2026-09-30,20,224
T018,2026-09-30,21,0
T018,2026-09-30,22,0
T018,2026-09-30,23,0
T018,2026-10-01,0,0
T018,2026-10-01,1,0
T018,2026-10-01,2,0
T018,2026-10-01,3,0
T018,2026-10-01,4,0
T018,2026-10-01,5,0
T018,2026-10-01,6,0
T018,2026-10-01,7,1
T018,2026-10-01,8,11
T018,2026-10-01,9,31
T018,2026-10-01,10,52
T018,2026-10-01,11,108
T018,2026-10-01,12,139
T018,2026-10-01,13,202
T018,2026-10-01,14,220
T018,2026-10-01,15,230
T018,2026-10-01,16,224
T018,2026-10-01,17,246
T018,2026-10-01,18,245
T018,2026-10-01,19,148
T018,2026-10-01,20,190
T018,2026-10-01,21,0
T018,2026-10-01,22,0
T018,2026-10-01,23,0
T018,2026-10-02,0,0
T018,2026-10-02,1,0
T018,2026-10-02,2,0
T018,2026-10-02,3,0
T018,2026-10-02,4,0
T018,2026-10-02,5,0
T018,2026-10-02,6,0
T018,2026-10-02,7,1
T018,2026-10-02,8,13
T018,2026-10-02,9,21
T018,2026-10-02,10,52
T018,2026-10-02,11,87
T018,2026-10-02,12,174
T018,2026-10-02,13,183
T018,2026-10-02,14,221
T018,2026-10-02,15,204
T018,2026-10-02,16,235
T018,2026-10-02,17,255
T018,2026-10-02,18,182
T018,2026-10-02,19,197
T018,2026-10-02,20,182
T018,2026-10-02,21,0
T018,2026-10-02,22,0
T018,2026-10-02,23,0
T018,2026-10-03,0,0
T018,2026-10-03,1,0
T018,2026-10-03,2,0
T018,2026-10-03,3,0
T018,2026-10-03,4,0
T018,2026-10-03,5,0
T018,2026-10-03,6,0
T018,2026-10-03,7,6
T018,2026-10-03,8,14
T018,2026-10-03,9,38
T018,2026-10-03,10,94
T018,2026-10-03,11,151
T018,2026-10-03,12,190
T018,2026-10-03,13,276
T018,2026-10-03,14,281
T018,2026-10-03,15,363
T018,2026-10-03,16,347
T018,2026-10-03,17,351
T018,2026-10-03,18,302
T018,2026-10-03,19,312
T018,2026-10-03,20,225
T018,2026-10-03,21,0
T018,2026-10-03,22,0
T018,2026-10-03,23,0
T023,2026-09-27,0,0
T023,2026-09-27,1,0
T023,2026-09-27,2,0
T023,2026-09-27,3,0
T023,2026-09-27,4,0
T023,2026-09-27,5,0
T023,2026-09-27,6,0
T023,2026-09-27,7,0
T023,2026-09-27,8,10
T023,2026-09-27,9,25
T023,2026-09-27,10,59
T023,2026-09-27,11,92
T023,2026-09-27,12,148
T023,2026-09-27,13,189
T023,2026-09-27,14,189
T023,2026-09-27,15,203
T023,2026-09-27,16,251
T023,2026-09-27,17,232
T023,2026-09-27,18,141
T023,2026-09-27,19,183
T023,2026-09-27,20,175
T023,2026-09-27,21,116
T023,2026-09-27,22,69
T023,2026-09-27,23,0
T023,2026-09-28,0,0
T023,2026-09-28,1,0
T023,2026-09-28,2,0
T023,2026-09-28,3,0
T023,2026-09-28,4,0
T023,2026-09-28,5,0
T023,2026-09-28,6,0
T023,2026-09-28,7,0
T023,2026-09-28,8,6
T023,2026-09-28,9,20
T023,2026-09-28,10,31
T023,2026-09-28,11,46
T023,2026-09-28,12,84
T023,2026-09-28,13,125
T023,2026-09-28,14,133
T023,2026-09-28,15,164
T023,2026-09-28,16,148
T023,2026-09-28,17,126
T023,2026-09-28,18,120
T023,2026-09-28,19,118
T023,2026-09-28,20,108
T023,2026-09-28,21,76
T023,2026-09-28,22,50
T023,2026-09-28,23,0
T023,2026-09-29,0,0
T023,2026-09-29,1,0
T023,2026-09-29,2,0
T023,2026-09-29,3,0
T023,2026-09-29,4,0
T023,2026-09-29,5,0
T023,2026-09-29,6,0
T023,2026-09-29,7,0
T023,2026-09-29,8,4
T023,2026-09-29,9,15
T023,2026-09-29,10,31
T023,2026-09-29,11,55
T023,2026-09-29,12,88
T023,2026-09-29,13,126
T023,2026-09-29,14,141
T023,2026-09-29,15,147
T023,2026-09-29,16,150
T023,2026-09-29,17,120
T023,2026-09-29,18,125
T023,2026-09-29,19,122
T023,2026-09-29,20,84
T023,2026-09-29,21,88
T023,2026-09-29,22,62
T023,2026-09-29,23,0
T023,2026-09-30,0,0
T023,2026-09-30,1,0
T023,2026-09-30,2,0
T023,2026-09-30,3,0
T023,2026-09-30,4,0
T023,2026-09-30,5,0
T023,2026-09-30,6,0
T023,2026-09-30,7,0
T023,2026-09-30,8,6
T023,2026-09-30,9,24
T023,2026-09-30,10,42
T023,2026-09-30,11,91
T023,2026-09-30,12,109
T023,2026-09-30,13,161
T023,2026-09-30,14,161
T023,2026-09-30,15,211
T023,2026-09-30,16,202
T023,2026-09-30,17,189
T023,2026-09-30,18,175
T023,2026-09-30,19,171
T023,2026-09-30,20,148
T023,2026-09-30,21,122
T023,2026-09-30,22,83
T023,2026-09-30,23,0
T023,2026-10-01,0,0
T023,2026-10-01,1,0
T023,2026-10-01,2,0
T023,2026-10-01,3,0
T023,2026-10-01,4,0
T023,2026-10-01,5,0
T023,2026-10-01,6,0
T023,2026-10-01,7,0
T023,2026-10-01,8,4
T023,2026-10-01,9,17
T023,2026-10-01,10,35
T023,2026-10-01,11,56
T023,2026-10-01,12,88
T023,2026-10-01,13,129
T023,2026-10-01,14,154
T023,2026-10-01,15,155
T023,2026-10-01,16,160
T023,2026-10-01,17,153
T023,2026-10-01,18,122
T023,2026-10-01,19,112
T023,2026-10-01,20,119
T023,2026-10-01,21,80
T023,2026-10-01,22,56
T023,2026-10-01,23,0
T023,2026-10-02,0,0
T023,2026-10-02,1,0
T023,2026-10-02,2,0
T023,2026-10-02,3,0
T023,2026-10-02,4,0
T023,2026-10-02,5,0
T023,2026-10-02,6,0
T023,2026-10-02,7,0
T023,2026-10-02,8,6
T023,2026-10-02,9,13
T023,2026-10-02,10,32
T023,2026-10-02,11,66
T023,2026-10-02,12,95
T023,2026-10-02,13,127
T023,2026-10-02,14,151
T023,2026-10-02,15,144
T023,2026-10-02,16,146
T023,2026-10-02,17,143
T023,2026-10-02,18,112
T023,2026-10-02,19,120
T023,2026-10-02,20,109
T023,2026-10-02,21,80
T023,2026-10-02,22,56
T023,2026-10-02,23,0
T023,2026-10-03,0,0
T023,2026-10-03,1,0
T023,2026-10-03,2,0
T023,2026-10-03,3,0
T023,2026-10-03,4,0
T023,2026-10-03,5,0
T023,2026-10-03,6,0
T023,2026-10-03,7,0
T023,2026-10-03,8,8
T023,2026-10-03,9,22
T023,2026-10-03,10,55
T023,2026-10-03,11,105
T023,2026-10-03,12,162
