tienda_id,fecha,hora,clientes_estimados
T007,2027-03-14,17,694
T007,2027-03-14,18,633
T007,2027-03-14,19,679
T007,2027-03-14,20,434
T007,2027-03-14,21,357
T007,2027-03-14,22,245
T007,2027-03-14,23,0
T007,2027-03-15,0,0
T007,2027-03-15,1,0
T007,2027-03-15,2,0
T007,2027-03-15,3,0
T007,2027-03-15,4,0
T007,2027-03-15,5,0
T007,2027-03-15,6,0
T007,2027-03-15,7,4
T007,2027-03-15,8,15
T007,2027-03-15,9,38
T007,2027-03-15,10,84
T007,2027-03-15,11,168
T007,2027-03-15,12,203
T007,2027-03-15,13,293
T007,2027-03-15,14,335
T007,2027-03-15,15,357
T007,2027-03-15,16,379
T007,2027-03-15,17,318
T007,2027-03-15,18,304
T007,2027-03-15,19,337
T007,2027-03-15,20,258
T007,2027-03-15,21,216
T007,2027-03-15,22,132
T007,2027-03-15,23,0
T007,2027-03-16,0,0
T007,2027-03-16,1,0
T007,2027-03-16,2,0
T007,2027-03-16,3,0
T007,2027-03-16,4,0
T007,2027-03-16,5,0
T007,2027-03-16,6,0
T007,2027-03-16,7,6
T007,2027-03-16,8,13
T007,2027-03-16,9,48
T007,2027-03-16,10,76
T007,2027-03-16,11,140
T007,2027-03-16,12,231
T007,2027-03-16,13,300
T007,2027-03-16,14,346
T007,2027-03-16,15,370
T007,2027-03-16,16,372
T007,2027-03-16,17,412
T007,2027-03-16,18,330
T007,2027-03-16,19,351
T007,2027-03-16,20,258
T007,2027-03-16,21,164
T007,2027-03-16,22,148
T007,2027-03-16,23,0
T007,2027-03-17,0,0
T007,2027-03-17,1,0
T007,2027-03-17,2,0
T007,2027-03-17,3,0
T007,2027-03-17,4,0
T007,2027-03-17,5,0
T007,2027-03-17,6,0
T007,2027-03-17,7,4
T007,2027-03-17,8,18
T007,2027-03-17,9,32
T007,2027-03-17,10,90
T007,2027-03-17,11,147
T007,2027-03-17,12,239
T007,2027-03-17,13,305
T007,2027-03-17,14,329
T007,2027-03-17,15,367
T007,2027-03-17,16,405
T007,2027-03-17,17,258
T007,2027-03-17,18,367
T007,2027-03-17,19,290
T007,2027-03-17,20,224
T007,2027-03-17,21,211
T007,2027-03-17,22,148
T007,2027-03-17,23,0
T007,2027-03-18,0,0
T007,2027-03-18,1,0
T007,2027-03-18,2,0
T007,2027-03-18,3,0
T007,2027-03-18,4,0
T007,2027-03-18,5,0
T007,2027-03-18,6,1
T007,2027-03-18,7,6
T007,2027-03-18,8,15
T007,2027-03-18,9,35
T007,2027-03-18,10,94
T007,2027-03-18,11,140
T007,2027-03-18,12,251
T007,2027-03-18,13,344
T007,2027-03-18,14,291
T007,2027-03-18,15,353
T007,2027-03-18,16,391
T007,2027-03-18,17,342
T007,2027-03-18,18,357
T007,2027-03-18,19,244
T007,2027-03-18,20,260
T007,2027-03-18,21,221
T007,2027-03-18,22,126
T007,2027-03-18,23,0
T007,2027-03-19,0,0
T007,2027-03-19,1,0
T007,2027-03-19,2,0
T007,2027-03-19,3,0
T007,2027-03-19,4,0
T007,2027-03-19,5,0
T007,2027-03-19,6,1
T007,2027-03-19,7,6
T007,2027-03-19,8,14
T007,2027-03-19,9,42
T007,2027-03-19,10,88
T007,2027-03-19,11,134
T007,2027-03-19,12,227
T007,2027-03-19,13,270
T007,2027-03-19,14,346
T007,2027-03-19,15,344
T007,2027-03-19,16,294
T007,2027-03-19,17,381
T007,2027-03-19,18,315
T007,2027-03-19,19,314
T007,2027-03-19,20,251
T007,2027-03-19,21,171
T007,2027-03-19,22,122
T007,2027-03-19,23,0
T007,2027-03-20,0,0
T007,2027-03-20,1,0
T007,2027-03-20,2,0
T007,2027-03-20,3,0
T007,2027-03-20,4,0
T007,2027-03-20,5,0
T007,2027-03-20,6,1
T007,2027-03-20,7,8
T007,2027-03-20,8,35
T007,2027-03-20,9,67
T007,2027-03-20,10,102
T007,2027-03-20,11,255
T007,2027-03-20,12,295
T007,2027-03-20,13,504
T007,2027-03-20,14,543
T007,2027-03-20,15,493
T007,2027-03-20,16,578
T007,2027-03-20,17,542
T007,2027-03-20,18,553
T007,2027-03-20,19,452
T007,2027-03-20,20,374
T007,2027-03-20,21,304
T007,2027-03-20,22,209
T007,2027-03-20,23,0
T009,2027-03-14,0,0
T009,2027-03-14,1,0
T009,2027-03-14,2,0
T009,2027-03-14,3,0
T009,2027-03-14,4,0
T009,2027-03-14,5,0
T009,2027-03-14,6,0
T009,2027-03-14,7,6
T009,2027-03-14,8,25
T009,2027-03-14,9,49
T009,2027-03-14,10,126
T009,2027-03-14,11,227
T009,2027-03-14,12,367
T009,2027-03-14,13,388
T009,2027-03-14,14,461
T009,2027-03-14,15,484
T009,2027-03-14,16,458
T009,2027-03-14,17,452
T009,2027-03-14,18,438
T009,2027-03-14,19,398
T009,2027-03-14,20,440
T009,2027-03-14,21,0
T009,2027-03-14,22,0
T009,2027-03-14,23,0
T009,2027-03-15,0,0
T009,2027-03-15,1,0
T009,2027-03-15,2,0
T009,2027-03-15,3,0
T009,2027-03-15,4,0
T009,2027-03-15,5,0
T009,2027-03-15,6,0
T009,2027-03-15,7,3
T009,2027-03-15,8,11
T009,2027-03-15,9,31
T009,2027-03-15,10,48
T009,2027-03-15,11,120
T009,2027-03-15,12,137
T009,2027-03-15,13,181
T009,2027-03-15,14,224
T009,2027-03-15,15,284
T009,2027-03-15,16,220
T009,2027-03-15,17,221
T009,2027-03-15,18,214
T009,2027-03-15,19,192
T009,2027-03-15,20,188
T009,2027-03-15,21,0
T009,2027-03-15,22,0
T009,2027-03-15,23,0
T009,2027-03-16,0,0
T009,2027-03-16,1,0
T009,2027-03-16,2,0
T009,2027-03-16,3,0
T009,2027-03-16,4,0
T009,2027-03-16,5,0
T009,2027-03-16,6,0
T009,2027-03-16,7,3
T009,2027-03-16,8,10
T009,2027-03-16,9,27
T009,2027-03-16,10,64
T009,2027-03-16,11,109
T009,2027-03-16,12,154
T009,2027-03-16,13,237
T009,2027-03-16,14,211
T009,2027-03-16,15,245
T009,2027-03-16,16,230
T009,2027-03-16,17,265
T009,2027-03-16,18,188
T009,2027-03-16,19,195
T009,2027-03-16,20,183
T009,2027-03-16,21,0
T009,2027-03-16,22,0
T009,2027-03-16,23,0
T009,2027-03-17,0,0
T009,2027-03-17,1,0
T009,2027-03-17,2,0
T009,2027-03-17,3,0
T009,2027-03-17,4,0
T009,2027-03-17,5,0
T009,2027-03-17,6,0
T009,2027-03-17,7,3
T009,2027-03-17,8,11
T009,2027-03-17,9,34
T009,2027-03-17,10,53
T009,2027-03-17,11,111
T009,2027-03-17,12,157
T009,2027-03-17,13,186
T009,2027-03-17,14,183
T009,2027-03-17,15,207
T009,2027-03-17,16,213
T009,2027-03-17,17,228
T009,2027-03-17,18,251
T009,2027-03-17,19,151
T009,2027-03-17,20,178
T009,2027-03-17,21,0
T009,2027-03-17,22,0
T009,2027-03-17,23,0
T009,2027-03-18,0,0
T009,2027-03-18,1,0
T009,2027-03-18,2,0
T009,2027-03-18,3,0
T009,2027-03-18,4,0
T009,2027-03-18,5,0
T009,2027-03-18,6,0
T009,2027-03-18,7,4
T009,2027-03-18,8,10
T009,2027-03-18,9,24
T009,2027-03-18,10,55
T009,2027-03-18,11,109
T009,2027-03-18,12,162
T009,2027-03-18,13,214
T009,2027-03-18,14,251
T009,2027-03-18,15,228
T009,2027-03-18,16,267
T009,2027-03-18,17,207
T009,2027-03-18,18,200
T009,2027-03-18,19,137
T009,2027-03-18,20,160
T009,2027-03-18,21,0
T009,2027-03-18,22,0
T009,2027-03-18,23,0
T009,2027-03-19,0,0
T009,2027-03-19,1,0
T009,2027-03-19,2,0
T009,2027-03-19,3,0
T009,2027-03-19,4,0
T009,2027-03-19,5,0
T009,2027-03-19,6,0
T009,2027-03-19,7,3
T009,2027-03-19,8,11
T009,2027-03-19,9,25
T009,2027-03-19,10,56
T009,2027-03-19,11,106
T009,2027-03-19,12,144
T009,2027-03-19,13,199
T009,2027-03-19,14,209
T009,2027-03-19,15,239
T009,2027-03-19,16,213
T009,2027-03-19,17,185
T009,2027-03-19,18,238
T009,2027-03-19,19,209
T009,2027-03-19,20,147
T009,2027-03-19,21,0
T009,2027-03-19,22,0
T009,2027-03-19,23,0
T009,2027-03-20,0,0
T009,2027-03-20,1,0
T009,2027-03-20,2,0
T009,2027-03-20,3,0
T009,2027-03-20,4,0
T009,2027-03-20,5,0
T009,2027-03-20,6,0
T009,2027-03-20,7,4
T009,2027-03-20,8,18
T009,2027-03-20,9,41
T009,2027-03-20,10,84
T009,2027-03-20,11,175
T009,2027-03-20,12,223
T009,2027-03-20,13,356
T009,2027-03-20,14,325
T009,2027-03-20,15,426
T009,2027-03-20,16,384
T009,2027-03-20,17,329
T009,2027-03-20,18,381
T009,2027-03-20,19,343
T009,2027-03-20,20,256
T009,2027-03-20,21,0
T009,2027-03-20,22,0
T009,2027-03-20,23,0
T010,2027-03-14,0,0
T010,2027-03-14,1,0
T010,2027-03-14,2,0
T010,2027-03-14,3,0
T010,2027-03-14,4,0
T010,2027-03-14,5,0
T010,2027-03-14,6,0
T010,2027-03-14,7,0
T010,2027-03-14,8,22
T010,2027-03-14,9,55
T010,2027-03-14,10,116
T010,2027-03-14,11,209
T010,2027-03-14,12,307
T010,2027-03-14,13,407
T010,2027-03-14,14,557
T010,2027-03-14,15,489
T010,2027-03-14,16,469
T010,2027-03-14,17,356
T010,2027-03-14,18,420
T010,2027-03-14,19,454
T010,2027-03-14,20,358
T010,2027-03-14,21,311
T010,2027-03-14,22,169
T010,2027-03-14,23,0
T010,2027-03-15,0,0
T010,2027-03-15,1,0
T010,2027-03-15,2,0
T010,2027-03-15,3,0
T010,2027-03-15,4,0
T010,2027-03-15,5,0
T010,2027-03-15,6,0
T010,2027-03-15,7,0
T010,2027-03-15,8,10
T010,2027-03-15,9,32
T010,2027-03-15,10,56
T010,2027-03-15,11,87
T010,2027-03-15,12,182
T010,2027-03-15,13,162
T010,2027-03-15,14,225
T010,2027-03-15,15,270
T010,2027-03-15,16,213
T010,2027-03-15,17,230
T010,2027-03-15,18,188
T010,2027-03-15,19,211
T010,2027-03-15,20,189
T010,2027-03-15,21,139
T010,2027-03-15,22,81
T010,2027-03-15,23,0
T010,2027-03-16,0,0
T010,2027-03-16,1,0
T010,2027-03-16,2,0
T010,2027-03-16,3,0
T010,2027-03-16,4,0
T010,2027-03-16,5,0
T010,2027-03-16,6,0
T010,2027-03-16,7,0
T010,2027-03-16,8,10
T010,2027-03-16,9,24
T010,2027-03-16,10,57
T010,2027-03-16,11,120
T010,2027-03-16,12,162
T010,2027-03-16,13,220
T010,2027-03-16,14,221
T010,2027-03-16,15,209
T010,2027-03-16,16,209
T010,2027-03-16,17,172
T010,2027-03-16,18,237
T010,2027-03-16,19,249
T010,2027-03-16,20,190
T010,2027-03-16,21,133
T010,2027-03-16,22,67
T010,2027-03-16,23,0
T010,2027-03-17,0,0
T010,2027-03-17,1,0
T010,2027-03-17,2,0
T010,2027-03-17,3,0
T010,2027-03-17,4,0
T010,2027-03-17,5,0
T010,2027-03-17,6,0
T010,2027-03-17,7,0
T010,2027-03-17,8,8
T010,2027-03-17,9,27
T010,2027-03-17,10,53
T010,2027-03-17,11,102
T010,2027-03-17,12,182
T010,2027-03-17,13,220
T010,2027-03-17,14,286
T010,2027-03-17,15,223
T010,2027-03-17,16,311
T010,2027-03-17,17,223
T010,2027-03-17,18,206
T010,2027-03-17,19,188
T010,2027-03-17,20,171
T010,2027-03-17,21,115
T010,2027-03-17,22,87
T010,2027-03-17,23,0
T010,2027-03-18,0,0
T010,2027-03-18,1,0
T010,2027-03-18,2,0
T010,2027-03-18,3,0
T010,2027-03-18,4,0
T010,2027-03-18,5,0
T010,2027-03-18,6,0
T010,2027-03-18,7,0
T010,2027-03-18,8,10
T010,2027-03-18,9,25
T010,2027-03-18,10,59
T010,2027-03-18,11,104
T010,2027-03-18,12,181
T010,2027-03-18,13,197
T010,2027-03-18,14,192
T010,2027-03-18,15,231
T010,2027-03-18,16,214
T010,2027-03-18,17,248
T010,2027-03-18,18,192
T010,2027-03-18,19,171
T010,2027-03-18,20,165
T010,2027-03-18,21,143
T010,2027-03-18,22,91
T010,2027-03-18,23,0
T010,2027-03-19,0,0
T010,2027-03-19,1,0
T010,2027-03-19,2,0
T010,2027-03-19,3,0
T010,2027-03-19,4,0
T010,2027-03-19,5,0
T010,2027-03-19,6,0
T010,2027-03-19,7,0
T010,2027-03-19,8,10
T010,2027-03-19,9,27
T010,2027-03-19,10,62
T010,2027-03-19,11,106
T010,2027-03-19,12,153
T010,2027-03-19,13,200
T010,2027-03-19,14,258
T010,2027-03-19,15,217
T010,2027-03-19,16,221
T010,2027-03-19,17,280
T010,2027-03-19,18,224
T010,2027-03-19,19,221
T010,2027-03-19,20,165
T010,2027-03-19,21,153
T010,2027-03-19,22,94
T010,2027-03-19,23,0
T010,2027-03-20,0,0
T010,2027-03-20,1,0
T010,2027-03-20,2,0
T010,2027-03-20,3,0
T010,2027-03-20,4,0
T010,2027-03-20,5,0
T010,2027-03-20,6,0
T010,2027-03-20,7,0
T010,2027-03-20,8,15
T010,2027-03-20,9,35
T010,2027-03-20,10,94
T010,2027-03-20,11,141
T010,2027-03-20,12,206
T010,2027-03-20,13,298
T010,2027-03-20,14,368
T010,2027-03-20,15,361
T010,2027-03-20,16,343
T010,2027-03-20,17,349
T010,2027-03-20,18,302
T010,2027-03-20,19,295
T010,2027-03-20,20,281
T010,2027-03-20,21,157
T010,2027-03-20,22,143
T010,2027-03-20,23,0
T018,2027-03-14,0,0
T018,2027-03-14,1,0
T018,2027-03-14,2,0
T018,2027-03-14,3,0
T018,2027-03-14,4,0
T018,2027-03-14,5,0
T018,2027-03-14,6,1
T018,2027-03-14,7,7
T018,2027-03-14,8,27
T018,2027-03-14,9,63
T018,2027-03-14,10,134
T018,2027-03-14,11,182
T018,2027-03-14,12,357
T018,2027-03-14,13,521
T018,2027-03-14,14,479
T018,2027-03-14,15,518
T018,2027-03-14,16,514
T018,2027-03-14,17,491
T018,2027-03-14,18,484
T018,2027-03-14,19,424
T018,2027-03-14,20,364
T018,2027-03-14,21,0
T018,2027-03-14,22,0
T018,2027-03-14,23,0
T018,2027-03-15,0,0
T018,2027-03-15,1,0
T018,2027-03-15,2,0
T018,2027-03-15,3,0
T018,2027-03-15,4,0
T018,2027-03-15,5,0
T018,2027-03-15,6,0
T018,2027-03-15,7,1
T018,2027-03-15,8,13
T018,2027-03-15,9,31
T018,2027-03-15,10,57
T018,2027-03-15,11,120
T018,2027-03-15,12,167
T018,2027-03-15,13,220
T018,2027-03-15,14,227
T018,2027-03-15,15,267
T018,2027-03-15,16,207
T018,2027-03-15,17,225
T018,2027-03-15,18,291
T018,2027-03-15,19,204
T018,2027-03-15,20,204
T018,2027-03-15,21,0
T018,2027-03-15,22,0
T018,2027-03-15,23,0
T018,2027-03-16,0,0
T018,2027-03-16,1,0
T018,2027-03-16,2,0
T018,2027-03-16,3,0
T018,2027-03-16,4,0
T018,2027-03-16,5,0
T018,2027-03-16,6,1
T018,2027-03-16,7,3
T018,2027-03-16,8,11
T018,2027-03-16,9,27
T018,2027-03-16,10,64
T018,2027-03-16,11,91
T018,2027-03-16,12,165
T018,2027-03-16,13,182
T018,2027-03-16,14,218
T018,2027-03-16,15,234
T018,2027-03-16,16,174
T018,2027-03-16,17,181
T018,2027-03-16,18,239
T018,2027-03-16,19,206
T018,2027-03-16,20,158
T018,2027-03-16,21,0
T018,2027-03-16,22,0
T018,2027-03-16,23,0
T018,2027-03-17,0,0
T018,2027-03-17,1,0
T018,2027-03-17,2,0
T018,2027-03-17,3,0
T018,2027-03-17,4,0
T018,2027-03-17,5,0
T018,2027-03-17,6,0
T018,2027-03-17,7,1
T018,2027-03-17,8,8
T018,2027-03-17,9,27
T018,2027-03-17,10,63
T018,2027-03-17,11,99
T018,2027-03-17,12,137
T018,2027-03-17,13,228
T018,2027-03-17,14,220
T018,2027-03-17,15,239
T018,2027-03-17,16,221
T018,2027-03-17,17,223
T018,2027-03-17,18,235
T018,2027-03-17,19,225
T018,2027-03-17,20,143
T018,2027-03-17,21,0
T018,2027-03-17,22,0
T018,2027-03-17,23,0
T018,2027-03-18,0,0
T018,2027-03-18,1,0
T018,2027-03-18,2,0
T018,2027-03-18,3,0
T018,2027-03-18,4,0
T018,2027-03-18,5,0
T018,2027-03-18,6,0
T018,2027-03-18,7,3
T018,2027-03-18,8,11
T018,2027-03-18,9,27
T018,2027-03-18,10,55
T018,2027-03-18,11,109
T018,2027-03-18,12,133
T018,2027-03-18,13,225
T018,2027-03-18,14,224
T018,2027-03-18,15,220
T018,2027-03-18,16,220
T018,2027-03-18,17,256
T018,2027-03-18,18,251
T018,2027-03-18,19,148
T018,2027-03-18,20,193
T018,2027-03-18,21,0
T018,2027-03-18,22,0
T018,2027-03-18,23,0
T018,2027-03-19,0,0
T018,2027-03-19,1,0
T018,2027-03-19,2,0
T018,2027-03-19,3,0
T018,2027-03-19,4,0
T018,2027-03-19,5,0
T018,2027-03-19,6,0
T018,2027-03-19,7,1
T018,2027-03-19,8,11
T018,2027-03-19,9,24
T018,2027-03-19,10,57
T018,2027-03-19,11,87
T018,2027-03-19,12,189
T018,2027-03-19,13,200
T018,2027-03-19,14,216
T018,2027-03-19,15,206
T018,2027-03-19,16,235
T018,2027-03-19,17,249
T018,2027-03-19,18,204
T018,2027-03-19,19,220
T018,2027-03-19,20,186
T018,2027-03-19,21,0
T018,2027-03-19,22,0
T018,2027-03-19,23,0
T018,2027-03-20,0,0
T018,2027-03-20,1,0
T018,2027-03-20,2,0
T018,2027-03-20,3,0
T018,2027-03-20,4,0
T018,2027-03-20,5,0
T018,2027-03-20,6,0
T018,2027-03-20,7,4
T018,2027-03-20,8,15
T018,2027-03-20,9,41
T018,2027-03-20,10,84
T018,2027-03-20,11,167
T018,2027-03-20,12,199
T018,2027-03-20,13,286
T018,2027-03-20,14,295
T018,2027-03-20,15,365
T018,2027-03-20,16,322
T018,2027-03-20,17,374
T018,2027-03-20,18,288
T018,2027-03-20,19,307
T018,2027-03-20,20,227
T018,2027-03-20,21,0
T018,2027-03-20,22,0
T018,2027-03-20,23,0
T023,2027-03-14,0,0
T023,2027-03-14,1,0
T023,2027-03-14,2,0
T023,2027-03-14,3,0
T023,2027-03-14,4,0
T023,2027-03-14,5,0
T023,2027-03-14,6,0
T023,2027-03-14,7,0
T023,2027-03-14,8,11
T023,2027-03-14,9,35
T023,2027-03-14,10,77
T023,2027-03-14,11,122
T023,2027-03-14,12,196
T023,2027-03-14,13,245
T023,2027-03-14,14,272
T023,2027-03-14,15,234
T023,2027-03-14,16,314
T023,2027-03-14,17,293
T023,2027-03-14,18,206
T023,2027-03-14,19,245
T023,2027-03-14,20,244
T023,2027-03-14,21,161
T023,2027-03-14,22,105
T023,2027-03-14,23,0
T023,2027-03-15,0,0
T023,2027-03-15,1,0
T023,2027-03-15,2,0
T023,2027-03-15,3,0
T023,2027-03-15,4,0
T023,2027-03-15,5,0
T023,2027-03-15,6,0
T023,2027-03-15,7,0
T023,2027-03-15,8,6
T023,2027-03-15,9,21
T023,2027-03-15,10,32
T023,2027-03-15,11,53
T023,2027-03-15,12,84
T023,2027-03-15,13,127
T023,2027-03-15,14,125
T023,2027-03-15,15,139
T023,2027-03-15,16,160
T023,2027-03-15,17,120
T023,2027-03-15,18,137
T023,2027-03-15,19,127
T023,2027-03-15,20,116
T023,2027-03-15,21,78
T023,2027-03-15,22,48
T023,2027-03-15,23,0
T023,2027-03-16,0,0
T023,2027-03-16,1,0
T023,2027-03-16,2,0
T023,2027-03-16,3,0
T023,2027-03-16,4,0
T023,2027-03-16,5,0
T023,2027-03-16,6,0
T023,2027-03-16,7,0
T023,2027-03-16,8,4
T023,2027-03-16,9,15
T023,2027-03-16,10,29
T023,2027-03-16,11,50
T023,2027-03-16,12,91
T023,2027-03-16,13,134
T023,2027-03-16,14,144
T023,2027-03-16,15,151
T023,2027-03-16,16,147
T023,2027-03-16,17,133
T023,2027-03-16,18,123
T023,2027-03-16,19,119
T023,2027-03-16,20,83
T023,2027-03-16,21,83
T023,2027-03-16,22,66
T023,2027-03-16,23,0
T023,2027-03-17,0,0
T023,2027-03-17,1,0
T023,2027-03-17,2,0
T023,2027-03-17,3,0
T023,2027-03-17,4,0
T023,2027-03-17,5,0
T023,2027-03-17,6,0
T023,2027-03-17,7,0
T023,2027-03-17,8,6
T023,2027-03-17,9,14
T023,2027-03-17,10,28
T023,2027-03-17,11,69
T023,2027-03-17,12,67
T023,2027-03-17,13,112
T023,2027-03-17,14,119
T023,2027-03-17,15,144
T023,2027-03-17,16,153
T023,2027-03-17,17,150
T023,2027-03-17,18,139
T023,2027-03-17,19,132
T023,2027-03-17,20,112
T023,2027-03-17,21,88
T023,2027-03-17,22,63
T023,2027-03-17,23,0
T023,2027-03-18,0,0
T023,2027-03-18,1,0
T023,2027-03-18,2,0
T023,2027-03-18,3,0
T023,2027-03-18,4,0
T023,2027-03-18,5,0
T023,2027-03-18,6,0
T023,2027-03-18,7,0
T023,2027-03-18,8,4
T023,2027-03-18,9,17
T023,2027-03-18,10,35
T023,2027-03-18,11,55
T023,2027-03-18,12,87
T023,2027-03-18,13,133
T023,2027-03-18,14,150
T023,2027-03-18,15,167
T023,2027-03-18,16,154
T023,2027-03-18,17,140
T023,2027-03-18,18,119
T023,2027-03-18,19,123
T023,2027-03-18,20,119
T023,2027-03-18,21,80
T023,2027-03-18,22,55
T023,2027-03-18,23,0
T023,2027-03-19,0,0
T023,2027-03-19,1,0
T023,2027-03-19,2,0
T023,2027-03-19,3,0
T023,2027-03-19,4,0
T023,2027-03-19,5,0
T023,2027-03-19,6,0
T023,2027-03-19,7,0
T023,2027-03-19,8,6
T023,2027-03-19,9,13
T023,2027-03-19,10,34
T023,2027-03-19,11,66
T023,2027-03-19,12,90
T023,2027-03-19,13,132
T023,2027-03-19,14,144
T023,2027-03-19,15,141
T023,2027-03-19,16,141
T023,2027-03-19,17,158
T023,2027-03-19,18,123
T023,2027-03-19,19,123
T023,2027-03-19,20,115
T023,2027-03-19,21,74
T023,2027-03-19,22,59
T023,2027-03-19,23,0
T023,2027-03-20,0,0
T023,2027-03-20,1,0
T023,2027-03-20,2,0
T023,2027-03-20,3,0
T023,2027-03-20,4,0
T023,2027-03-20,5,0
T023,2027-03-20,6,0
T023,2027-03-20,7,0
T023,2027-03-20,8,10
T023,2027-03-20,9,22
T023,2027-03-20,10,53
T023,2027-03-20,11,95
T023,2027-03-20,12,134
