tienda_id,fecha,hora,tickets,monto_mxn
T001,2027-03-16,12,66,8120.71
T001,2027-03-16,13,98,11669.42
T001,2027-03-16,14,94,11299.81
T001,2027-03-16,15,99,12125.33
T001,2027-03-16,16,94,13136.27
T001,2027-03-16,17,97,11724.99
T001,2027-03-16,18,94,12370.48
T001,2027-03-16,19,83,9983.08
T001,2027-03-16,20,83,10942.08
T001,2027-03-16,21,55,7044.02
T001,2027-03-16,22,0,0.0
T001,2027-03-16,23,0,0.0
T001,2027-03-17,0,0,0.0
T001,2027-03-17,1,0,0.0
T001,2027-03-17,2,0,0.0
T001,2027-03-17,3,0,0.0
T001,2027-03-17,4,0,0.0
T001,2027-03-17,5,0,0.0
T001,2027-03-17,6,0,0.0
T001,2027-03-17,7,0,0.0
T001,2027-03-17,8,3,352.31
T001,2027-03-17,9,11,1437.9
T001,2027-03-17,10,24,3209.21
T001,2027-03-17,11,42,5374.46
T001,2027-03-17,12,70,8678.19
T001,2027-03-17,13,98,13090.49
T001,2027-03-17,14,76,9774.21
T001,2027-03-17,15,104,14120.09
T001,2027-03-17,16,83,10550.88
T001,2027-03-17,17,98,11644.91
T001,2027-03-17,18,94,11060.55
T001,2027-03-17,19,97,13236.44
T001,2027-03-17,20,83,11356.14
T001,2027-03-17,21,52,6497.74
T001,2027-03-17,22,0,0.0
T001,2027-03-17,23,0,0.0
T001,2027-03-18,0,0,0.0
T001,2027-03-18,1,0,0.0
T001,2027-03-18,2,0,0.0
T001,2027-03-18,3,0,0.0
T001,2027-03-18,4,0,0.0
T001,2027-03-18,5,0,0.0
T001,2027-03-18,6,0,0.0
T001,2027-03-18,7,0,0.0
T001,2027-03-18,8,3,356.02
T001,2027-03-18,9,11,1463.28
T001,2027-03-18,10,22,2544.64
T001,2027-03-18,11,41,5126.42
T001,2027-03-18,12,63,7638.02
T001,2027-03-18,13,101,11981.23
T001,2027-03-18,14,87,10504.31
T001,2027-03-18,15,115,14288.05
T001,2027-03-18,16,94,12416.45
T001,2027-03-18,17,95,11250.79
T001,2027-03-18,18,91,11535.96
T001,2027-03-18,19,115,14179.03
T001,2027-03-18,20,70,8715.08
T001,2027-03-18,21,62,8187.94
T001,2027-03-18,22,0,0.0
T001,2027-03-18,23,0,0.0
T001,2027-03-19,0,0,0.0
T001,2027-03-19,1,0,0.0
T001,2027-03-19,2,0,0.0
T001,2027-03-19,3,0,0.0
T001,2027-03-19,4,0,0.0
T001,2027-03-19,5,0,0.0
T001,2027-03-19,6,0,0.0
T001,2027-03-19,7,0,0.0
T001,2027-03-19,8,3,399.01
T001,2027-03-19,9,11,1550.67
T001,2027-03-19,10,29,3562.54
T001,2027-03-19,11,43,5414.42
T001,2027-03-19,12,70,8211.92
T001,2027-03-19,13,77,9458.41
T001,2027-03-19,14,97,12420.09
T001,2027-03-19,15,88,11837.01
T001,2027-03-19,16,92,11269.17
T001,2027-03-19,17,104,12684.27
T001,2027-03-19,18,102,11547.1
T001,2027-03-19,19,127,15994.5
T001,2027-03-19,20,78,9396.34
T001,2027-03-19,21,57,7073.07
T001,2027-03-19,22,0,0.0
T001,2027-03-19,23,0,0.0
T001,2027-03-20,0,0,0.0
T001,2027-03-20,1,0,0.0
T001,2027-03-20,2,0,0.0
T001,2027-03-20,3,0,0.0
T001,2027-03-20,4,0,0.0
T001,2027-03-20,5,0,0.0
T001,2027-03-20,6,0,0.0
T001,2027-03-20,7,0,0.0
T001,2027-03-20,8,7,869.71
T001,2027-03-20,9,18,2343.01
T001,2027-03-20,10,38,5198.09
T001,2027-03-20,11,66,7917.67
T001,2027-03-20,12,99,12427.25
T001,2027-03-20,13,158,20802.43
T001,2027-03-20,14,182,23537.42
T001,2027-03-20,15,155,19299.8
T001,2027-03-20,16,161,20242.21
T001,2027-03-20,17,169,19967.78
T001,2027-03-20,18,154,19260.42
T001,2027-03-20,19,140,17484.46
T001,2027-03-20,20,123,15775.06
T001,2027-03-20,21,88,10853.93
T001,2027-03-20,22,0,0.0
T001,2027-03-20,23,0,0.0
T007,2027-03-14,0,0,0.0
T007,2027-03-14,1,0,0.0
T007,2027-03-14,2,0,0.0
T007,2027-03-14,3,0,0.0
T007,2027-03-14,4,0,0.0
T007,2027-03-14,5,0,0.0
T007,2027-03-14,6,0,0.0
T007,2027-03-14,7,8,1921.14
T007,2027-03-14,8,27,6189.05
T007,2027-03-14,9,67,15617.57
T007,2027-03-14,10,136,33218.3
T007,2027-03-14,11,195,44234.26
T007,2027-03-14,12,372,87724.32
T007,2027-03-14,13,494,108747.37
T007,2027-03-14,14,487,115321.39
T007,2027-03-14,15,521,120578.81
T007,2027-03-14,16,531,118223.74
T007,2027-03-14,17,533,122020.88
T007,2027-03-14,18,486,111422.32
T007,2027-03-14,19,521,118931.57
T007,2027-03-14,20,333,83963.92
T007,2027-03-14,21,274,63208.22
T007,2027-03-14,22,188,42897.96
T007,2027-03-14,23,0,0.0
T007,2027-03-15,0,0,0.0
T007,2027-03-15,1,0,0.0
T007,2027-03-15,2,0,0.0
T007,2027-03-15,3,0,0.0
T007,2027-03-15,4,0,0.0
T007,2027-03-15,5,0,0.0
T007,2027-03-15,6,0,0.0
T007,2027-03-15,7,3,649.38
T007,2027-03-15,8,11,2581.18
T007,2027-03-15,9,28,6482.95
T007,2027-03-15,10,64,16189.15
T007,2027-03-15,11,129,26357.87
T007,2027-03-15,12,155,32373.43
T007,2027-03-15,13,224,50445.51
T007,2027-03-15,14,256,59350.86
T007,2027-03-15,15,274,65712.7
T007,2027-03-15,16,291,69004.47
T007,2027-03-15,17,244,55307.6
T007,2027-03-15,18,232,56539.45
T007,2027-03-15,19,259,63044.27
T007,2027-03-15,20,197,46116.69
T007,2027-03-15,21,165,40082.88
T007,2027-03-15,22,101,23652.3
T007,2027-03-15,23,0,0.0
T007,2027-03-16,0,0,0.0
T007,2027-03-16,1,0,0.0
T007,2027-03-16,2,0,0.0
T007,2027-03-16,3,0,0.0
T007,2027-03-16,4,0,0.0
T007,2027-03-16,5,0,0.0
T007,2027-03-16,6,0,0.0
T007,2027-03-16,7,4,954.6
T007,2027-03-16,8,8,1919.76
T007,2027-03-16,9,36,7791.18
T007,2027-03-16,10,57,12633.01
T007,2027-03-16,11,106,23570.4
T007,2027-03-16,12,176,45852.3
T007,2027-03-16,13,230,57938.29
T007,2027-03-16,14,265,59991.26
T007,2027-03-16,15,283,64275.3
T007,2027-03-16,16,286,62314.69
T007,2027-03-16,17,316,66255.57
T007,2027-03-16,18,253,58316.79
T007,2027-03-16,19,269,59120.01
T007,2027-03-16,20,197,45502.28
T007,2027-03-16,21,125,26535.88
T007,2027-03-16,22,113,25250.85
T007,2027-03-16,23,0,0.0
T007,2027-03-17,0,0,0.0
T007,2027-03-17,1,0,0.0
T007,2027-03-17,2,0,0.0
T007,2027-03-17,3,0,0.0
T007,2027-03-17,4,0,0.0
T007,2027-03-17,5,0,0.0
T007,2027-03-17,6,0,0.0
T007,2027-03-17,7,3,603.57
T007,2027-03-17,8,13,2870.66
T007,2027-03-17,9,24,5610.11
T007,2027-03-17,10,69,16366.92
T007,2027-03-17,11,112,25744.12
T007,2027-03-17,12,183,45706.91
T007,2027-03-17,13,234,56848.85
T007,2027-03-17,14,252,57586.91
T007,2027-03-17,15,281,67584.52
T007,2027-03-17,16,311,78903.68
T007,2027-03-17,17,197,50175.48
T007,2027-03-17,18,281,61141.65
T007,2027-03-17,19,223,49142.51
T007,2027-03-17,20,172,42822.23
T007,2027-03-17,21,162,35604.74
T007,2027-03-17,22,113,24515.08
T007,2027-03-17,23,0,0.0
T007,2027-03-18,0,0,0.0
T007,2027-03-18,1,0,0.0
T007,2027-03-18,2,0,0.0
T007,2027-03-18,3,0,0.0
T007,2027-03-18,4,0,0.0
T007,2027-03-18,5,0,0.0
T007,2027-03-18,6,0,0.0
T007,2027-03-18,7,4,986.72
T007,2027-03-18,8,11,2707.64
T007,2027-03-18,9,27,6007.06
T007,2027-03-18,10,71,16374.72
T007,2027-03-18,11,106,23751.78
T007,2027-03-18,12,192,38513.05
T007,2027-03-18,13,265,57031.98
T007,2027-03-18,14,223,46864.68
T007,2027-03-18,15,270,55512.59
T007,2027-03-18,16,300,65209.27
T007,2027-03-18,17,262,64619.02
T007,2027-03-18,18,274,63379.76
T007,2027-03-18,19,186,45884.86
T007,2027-03-18,20,200,47296.66
T007,2027-03-18,21,169,40748.81
T007,2027-03-18,22,97,21354.66
T007,2027-03-18,23,0,0.0
T007,2027-03-19,0,0,0.0
T007,2027-03-19,1,0,0.0
T007,2027-03-19,2,0,0.0
T007,2027-03-19,3,0,0.0
T007,2027-03-19,4,0,0.0
T007,2027-03-19,5,0,0.0
T007,2027-03-19,6,0,0.0
T007,2027-03-19,7,4,976.46
T007,2027-03-19,8,10,2305.7
T007,2027-03-19,9,32,7158.61
T007,2027-03-19,10,67,15576.82
T007,2027-03-19,11,102,24333.19
T007,2027-03-19,12,174,41428.84
T007,2027-03-19,13,207,51686.53
T007,2027-03-19,14,265,65163.2
T007,2027-03-19,15,265,58185.72
T007,2027-03-19,16,225,56570.18
T007,2027-03-19,17,293,65935.76
T007,2027-03-19,18,241,58655.03
T007,2027-03-19,19,241,55932.31
T007,2027-03-19,20,192,43484.84
T007,2027-03-19,21,130,27415.82
T007,2027-03-19,22,92,21206.21
T007,2027-03-19,23,0,0.0
T007,2027-03-20,0,0,0.0
T007,2027-03-20,1,0,0.0
T007,2027-03-20,2,0,0.0
T007,2027-03-20,3,0,0.0
T007,2027-03-20,4,0,0.0
T007,2027-03-20,5,0,0.0
T007,2027-03-20,6,0,0.0
T007,2027-03-20,7,6,1293.85
T007,2027-03-20,8,27,6693.25
T007,2027-03-20,9,50,11385.79
T007,2027-03-20,10,78,19055.67
T007,2027-03-20,11,195,45267.39
T007,2027-03-20,12,227,54590.96
T007,2027-03-20,13,386,87447.93
T007,2027-03-20,14,417,96338.38
T007,2027-03-20,15,378,86997.95
T007,2027-03-20,16,444,98440.69
T007,2027-03-20,17,416,99439.98
T007,2027-03-20,18,424,101390.79
T007,2027-03-20,19,347,82758.68
T007,2027-03-20,20,287,71543.29
T007,2027-03-20,21,232,57696.93
T007,2027-03-20,22,160,36253.2
T007,2027-03-20,23,0,0.0
T009,2027-03-14,0,0,0.0
T009,2027-03-14,1,0,0.0
T009,2027-03-14,2,0,0.0
T009,2027-03-14,3,0,0.0
T009,2027-03-14,4,0,0.0
T009,2027-03-14,5,0,0.0
T009,2027-03-14,6,0,0.0
T009,2027-03-14,7,3,402.37
T009,2027-03-14,8,17,2447.58
T009,2027-03-14,9,35,5315.65
T009,2027-03-14,10,90,13199.91
T009,2027-03-14,11,162,23576.07
T009,2027-03-14,12,263,41839.35
T009,2027-03-14,13,279,41024.94
T009,2027-03-14,14,332,54789.49
T009,2027-03-14,15,349,51861.77
T009,2027-03-14,16,329,53074.24
T009,2027-03-14,17,325,48962.16
T009,2027-03-14,18,315,48897.56
T009,2027-03-14,19,286,40764.81
T009,2027-03-14,20,316,44858.42
T009,2027-03-14,21,0,0.0
T009,2027-03-14,22,0,0.0
T009,2027-03-14,23,0,0.0
T009,2027-03-15,0,0,0.0
T009,2027-03-15,1,0,0.0
T009,2027-03-15,2,0,0.0
T009,2027-03-15,3,0,0.0
T009,2027-03-15,4,0,0.0
T009,2027-03-15,5,0,0.0
T009,2027-03-15,6,0,0.0
T009,2027-03-15,7,1,183.9
T009,2027-03-15,8,7,1026.82
T009,2027-03-15,9,21,3084.77
T009,2027-03-15,10,34,5497.65
T009,2027-03-15,11,87,11918.47
T009,2027-03-15,12,98,14230.26
T009,2027-03-15,13,130,20927.23
T009,2027-03-15,14,161,24380.51
T009,2027-03-15,15,204,31124.18
T009,2027-03-15,16,158,23563.6
T009,2027-03-15,17,158,23815.88
T009,2027-03-15,18,154,23694.1
T009,2027-03-15,19,137,19496.86
T009,2027-03-15,20,134,20778.46
T009,2027-03-15,21,0,0.0
T009,2027-03-15,22,0,0.0
T009,2027-03-15,23,0,0.0
T009,2027-03-16,0,0,0.0
T009,2027-03-16,1,0,0.0
T009,2027-03-16,2,0,0.0
T009,2027-03-16,3,0,0.0
T009,2027-03-16,4,0,0.0
T009,2027-03-16,5,0,0.0
T009,2027-03-16,6,0,0.0
T009,2027-03-16,7,1,195.41
T009,2027-03-16,8,7,1073.6
T009,2027-03-16,9,18,2536.18
T009,2027-03-16,10,46,6648.47
T009,2027-03-16,11,78,11248.4
T009,2027-03-16,12,111,17465.1
T009,2027-03-16,13,169,25502.4
T009,2027-03-16,14,151,22155.6
T009,2027-03-16,15,176,26776.22
T009,2027-03-16,16,165,21888.33
T009,2027-03-16,17,190,28137.35
T009,2027-03-16,18,134,21892.57
T009,2027-03-16,19,140,20871.16
T009,2027-03-16,20,132,19556.1
T009,2027-03-16,21,0,0.0
T009,2027-03-16,22,0,0.0
T009,2027-03-16,23,0,0.0
T009,2027-03-17,0,0,0.0
T009,2027-03-17,1,0,0.0
T009,2027-03-17,2,0,0.0
T009,2027-03-17,3,0,0.0
T009,2027-03-17,4,0,0.0
T009,2027-03-17,5,0,0.0
T009,2027-03-17,6,0,0.0
T009,2027-03-17,7,1,178.84
T009,2027-03-17,8,7,1024.56
T009,2027-03-17,9,24,3491.57
T009,2027-03-17,10,38,5479.36
T009,2027-03-17,11,78,12237.36
T009,2027-03-17,12,112,17581.16
T009,2027-03-17,13,133,19529.44
T009,2027-03-17,14,132,17409.66
T009,2027-03-17,15,148,22656.31
T009,2027-03-17,16,153,23227.57
T009,2027-03-17,17,164,24633.99
T009,2027-03-17,18,181,28059.36
T009,2027-03-17,19,108,15035.31
T009,2027-03-17,20,127,20762.94
T009,2027-03-17,21,0,0.0
T009,2027-03-17,22,0,0.0
T009,2027-03-17,23,0,0.0
T009,2027-03-18,0,0,0.0
T009,2027-03-18,1,0,0.0
T009,2027-03-18,2,0,0.0
T009,2027-03-18,3,0,0.0
T009,2027-03-18,4,0,0.0
T009,2027-03-18,5,0,0.0
T009,2027-03-18,6,0,0.0
T009,2027-03-18,7,3,409.77
T009,2027-03-18,8,7,944.4
T009,2027-03-18,9,17,2388.15
T009,2027-03-18,10,39,5965.5
T009,2027-03-18,11,78,11840.63
T009,2027-03-18,12,116,15860.78
T009,2027-03-18,13,154,21981.33
T009,2027-03-18,14,181,25968.84
T009,2027-03-18,15,164,23815.43
T009,2027-03-18,16,192,26451.33
T009,2027-03-18,17,148,21287.48
T009,2027-03-18,18,144,20577.96
T009,2027-03-18,19,98,15073.66
T009,2027-03-18,20,115,17689.67
T009,2027-03-18,21,0,0.0
T009,2027-03-18,22,0,0.0
T009,2027-03-18,23,0,0.0
T009,2027-03-19,0,0,0.0
T009,2027-03-19,1,0,0.0
T009,2027-03-19,2,0,0.0
T009,2027-03-19,3,0,0.0
T009,2027-03-19,4,0,0.0
T009,2027-03-19,5,0,0.0
T009,2027-03-19,6,0,0.0
T009,2027-03-19,7,1,190.89
T009,2027-03-19,8,7,1038.0
T009,2027-03-19,9,17,2460.71
T009,2027-03-19,10,39,5904.64
T009,2027-03-19,11,76,11189.09
T009,2027-03-19,12,104,14227.99
T009,2027-03-19,13,143,19813.74
T009,2027-03-19,14,150,22217.96
T009,2027-03-19,15,172,26814.59
T009,2027-03-19,16,153,20097.97
T009,2027-03-19,17,133,20037.74
T009,2027-03-19,18,171,26800.02
T009,2027-03-19,19,150,22015.57
T009,2027-03-19,20,105,15978.26
T009,2027-03-19,21,0,0.0
T009,2027-03-19,22,0,0.0
T009,2027-03-19,23,0,0.0
T009,2027-03-20,0,0,0.0
T009,2027-03-20,1,0,0.0
T009,2027-03-20,2,0,0.0
T009,2027-03-20,3,0,0.0
T009,2027-03-20,4,0,0.0
T009,2027-03-20,5,0,0.0
T009,2027-03-20,6,0,0.0
T009,2027-03-20,7,3,399.55
T009,2027-03-20,8,13,1901.33
T009,2027-03-20,9,28,4240.61
T009,2027-03-20,10,60,9058.63
T009,2027-03-20,11,126,18883.17
T009,2027-03-20,12,160,25501.36
T009,2027-03-20,13,256,35917.73
T009,2027-03-20,14,234,34530.59
T009,2027-03-20,15,307,47978.97
T009,2027-03-20,16,276,43428.45
T009,2027-03-20,17,237,32549.41
T009,2027-03-20,18,274,40003.85
T009,2027-03-20,19,246,38969.76
T009,2027-03-20,20,183,27851.49
T009,2027-03-20,21,0,0.0
T009,2027-03-20,22,0,0.0
T009,2027-03-20,23,0,0.0
T010,2027-03-14,0,0,0.0
T010,2027-03-14,1,0,0.0
T010,2027-03-14,2,0,0.0
T010,2027-03-14,3,0,0.0
T010,2027-03-14,4,0,0.0
T010,2027-03-14,5,0,0.0
T010,2027-03-14,6,0,0.0
T010,2027-03-14,7,0,0.0
T010,2027-03-14,8,15,3408.72
T010,2027-03-14,9,38,7920.53
T010,2027-03-14,10,83,18511.11
T010,2027-03-14,11,148,32399.29
T010,2027-03-14,12,220,49699.9
T010,2027-03-14,13,291,67156.32
T010,2027-03-14,14,399,87745.13
T010,2027-03-14,15,350,80551.1
T010,2027-03-14,16,336,64607.96
T010,2027-03-14,17,255,59913.25
T010,2027-03-14,18,301,66792.42
T010,2027-03-14,19,325,74559.66
T010,2027-03-14,20,256,52400.96
T010,2027-03-14,21,223,46472.02
T010,2027-03-14,22,120,26416.53
T010,2027-03-14,23,0,0.0
T010,2027-03-15,0,0,0.0
T010,2027-03-15,1,0,0.0
T010,2027-03-15,2,0,0.0
T010,2027-03-15,3,0,0.0
T010,2027-03-15,4,0,0.0
T010,2027-03-15,5,0,0.0
T010,2027-03-15,6,0,0.0
T010,2027-03-15,7,0,0.0
T010,2027-03-15,8,7,1340.68
T010,2027-03-15,9,22,5037.28
T010,2027-03-15,10,39,7901.42
T010,2027-03-15,11,62,13453.38
T010,2027-03-15,12,130,28190.79
T010,2027-03-15,13,116,26790.4
T010,2027-03-15,14,161,34755.28
T010,2027-03-15,15,193,40621.7
T010,2027-03-15,16,153,32396.92
T010,2027-03-15,17,164,37949.14
T010,2027-03-15,18,134,30059.6
T010,2027-03-15,19,151,32298.91
T010,2027-03-15,20,134,28928.51
T010,2027-03-15,21,99,19954.47
T010,2027-03-15,22,57,12745.54
T010,2027-03-15,23,0,0.0
T010,2027-03-16,0,0,0.0
T010,2027-03-16,1,0,0.0
T010,2027-03-16,2,0,0.0
T010,2027-03-16,3,0,0.0
T010,2027-03-16,4,0,0.0
T010,2027-03-16,5,0,0.0
T010,2027-03-16,6,0,0.0
T010,2027-03-16,7,0,0.0
T010,2027-03-16,8,7,1541.79
T010,2027-03-16,9,17,3659.7
T010,2027-03-16,10,41,8968.04
T010,2027-03-16,11,85,17951.74
T010,2027-03-16,12,116,25197.3
T010,2027-03-16,13,157,31424.74
T010,2027-03-16,14,158,34691.45
T010,2027-03-16,15,148,33051.37
T010,2027-03-16,16,148,31956.48
T010,2027-03-16,17,123,24668.06
T010,2027-03-16,18,169,38721.94
T010,2027-03-16,19,178,39433.72
T010,2027-03-16,20,136,28505.79
T010,2027-03-16,21,95,20445.25
T010,2027-03-16,22,48,9590.14
T010,2027-03-16,23,0,0.0
T010,2027-03-17,0,0,0.0
T010,2027-03-17,1,0,0.0
T010,2027-03-17,2,0,0.0
T010,2027-03-17,3,0,0.0
T010,2027-03-17,4,0,0.0
T010,2027-03-17,5,0,0.0
T010,2027-03-17,6,0,0.0
T010,2027-03-17,7,0,0.0
T010,2027-03-17,8,6,1187.16
T010,2027-03-17,9,18,3652.57
T010,2027-03-17,10,38,7664.57
T010,2027-03-17,11,73,15435.38
T010,2027-03-17,12,130,26588.62
T010,2027-03-17,13,157,34854.22
T010,2027-03-17,14,204,43484.95
T010,2027-03-17,15,160,38891.08
T010,2027-03-17,16,223,44273.32
T010,2027-03-17,17,160,35117.54
T010,2027-03-17,18,147,30213.29
T010,2027-03-17,19,134,28552.4
T010,2027-03-17,20,122,26717.7
T010,2027-03-17,21,81,15630.33
T010,2027-03-17,22,62,13576.4
T010,2027-03-17,23,0,0.0
T010,2027-03-18,0,0,0.0
T010,2027-03-18,1,0,0.0
T010,2027-03-18,2,0,0.0
T010,2027-03-18,3,0,0.0
T010,2027-03-18,4,0,0.0
T010,2027-03-18,5,0,0.0
T010,2027-03-18,6,0,0.0
T010,2027-03-18,7,0,0.0
T010,2027-03-18,8,7,1447.52
T010,2027-03-18,9,17,3682.49
T010,2027-03-18,10,42,8881.33
T010,2027-03-18,11,74,15734.99
T010,2027-03-18,12,129,28905.3
T010,2027-03-18,13,141,28738.26
T010,2027-03-18,14,137,31449.42
T010,2027-03-18,15,165,33468.69
T010,2027-03-18,16,153,32137.5
T010,2027-03-18,17,176,42117.18
T010,2027-03-18,18,137,31569.01
T010,2027-03-18,19,122,26659.58
T010,2027-03-18,20,118,24410.68
T010,2027-03-18,21,102,21671.79
T010,2027-03-18,22,64,14078.81
T010,2027-03-18,23,0,0.0
T010,2027-03-19,0,0,0.0
T010,2027-03-19,1,0,0.0
T010,2027-03-19,2,0,0.0
T010,2027-03-19,3,0,0.0
T010,2027-03-19,4,0,0.0
T010,2027-03-19,5,0,0.0
T010,2027-03-19,6,0,0.0
T010,2027-03-19,7,0,0.0
T010,2027-03-19,8,7,1462.23
T010,2027-03-19,9,18,3986.35
T010,2027-03-19,10,43,9269.57
T010,2027-03-19,11,76,17683.37
T010,2027-03-19,12,109,24388.08
T010,2027-03-19,13,143,29064.13
T010,2027-03-19,14,183,41288.34
T010,2027-03-19,15,155,32537.71
T010,2027-03-19,16,158,33464.52
T010,2027-03-19,17,200,44291.2
T010,2027-03-19,18,160,33908.84
T010,2027-03-19,19,158,35996.98
T010,2027-03-19,20,118,24623.31
T010,2027-03-19,21,109,23049.52
T010,2027-03-19,22,67,14156.93
T010,2027-03-19,23,0,0.0
T010,2027-03-20,0,0,0.0
T010,2027-03-20,1,0,0.0
T010,2027-03-20,2,0,0.0
T010,2027-03-20,3,0,0.0
T010,2027-03-20,4,0,0.0
T010,2027-03-20,5,0,0.0
T010,2027-03-20,6,0,0.0
T010,2027-03-20,7,0,0.0
T010,2027-03-20,8,10,2067.35
T010,2027-03-20,9,24,4910.02
T010,2027-03-20,10,67,13867.46
T010,2027-03-20,11,101,21797.55
T010,2027-03-20,12,147,30071.19
T010,2027-03-20,13,213,48303.15
T010,2027-03-20,14,263,54698.71
T010,2027-03-20,15,259,64339.63
T010,2027-03-20,16,245,52160.75
T010,2027-03-20,17,249,54475.44
T010,2027-03-20,18,216,43919.79
T010,2027-03-20,19,211,49974.48
T010,2027-03-20,20,202,46369.88
T010,2027-03-20,21,112,24757.67
T010,2027-03-20,22,102,20761.85
T010,2027-03-20,23,0,0.0
T018,2027-03-14,0,0,0.0
T018,2027-03-14,1,0,0.0
T018,2027-03-14,2,0,0.0
T018,2027-03-14,3,0,0.0
T018,2027-03-14,4,0,0.0
T018,2027-03-14,5,0,0.0
T018,2027-03-14,6,0,0.0
T018,2027-03-14,7,4,612.54
T018,2027-03-14,8,20,2905.99
T018,2027-03-14,9,46,6498.76
T018,2027-03-14,10,99,14537.15
T018,2027-03-14,11,134,18057.87
T018,2027-03-14,12,266,41585.75
T018,2027-03-14,13,388,54704.99
T018,2027-03-14,14,356,57207.39
T018,2027-03-14,15,385,56134.93
T018,2027-03-14,16,382,58686.47
T018,2027-03-14,17,365,53221.57
T018,2027-03-14,18,360,52465.2
T018,2027-03-14,19,315,44659.92
T018,2027-03-14,20,270,39695.63
T018,2027-03-14,21,0,0.0
T018,2027-03-14,22,0,0.0
T018,2027-03-14,23,0,0.0
T018,2027-03-15,0,0,0.0
T018,2027-03-15,1,0,0.0
T018,2027-03-15,2,0,0.0
T018,2027-03-15,3,0,0.0
T018,2027-03-15,4,0,0.0
T018,2027-03-15,5,0,0.0
T018,2027-03-15,6,0,0.0
T018,2027-03-15,7,0,0.0
T018,2027-03-15,8,8,1239.67
T018,2027-03-15,9,22,3530.76
T018,2027-03-15,10,42,6201.85
T018,2027-03-15,11,90,13990.7
T018,2027-03-15,12,123,18568.8
T018,2027-03-15,13,164,25868.22
T018,2027-03-15,14,168,24462.65
T018,2027-03-15,15,199,32502.97
T018,2027-03-15,16,154,21944.65
T018,2027-03-15,17,168,23594.82
T018,2027-03-15,18,217,29773.74
T018,2027-03-15,19,151,24655.2
T018,2027-03-15,20,151,22986.31
T018,2027-03-15,21,0,0.0
T018,2027-03-15,22,0,0.0
T018,2027-03-15,23,0,0.0
T018,2027-03-16,0,0,0.0
T018,2027-03-16,1,0,0.0
T018,2027-03-16,2,0,0.0
T018,2027-03-16,3,0,0.0
T018,2027-03-16,4,0,0.0
T018,2027-03-16,5,0,0.0
T018,2027-03-16,6,0,0.0
T018,2027-03-16,7,1,212.02
T018,2027-03-16,8,7,1142.92
T018,2027-03-16,9,20,2811.87
T018,2027-03-16,10,48,6805.22
T018,2027-03-16,11,67,9872.27
T018,2027-03-16,12,122,18665.99
T018,2027-03-16,13,134,19071.89
T018,2027-03-16,14,162,22969.02
T018,2027-03-16,15,174,26693.06
T018,2027-03-16,16,129,19166.35
T018,2027-03-16,17,134,17621.37
T018,2027-03-16,18,178,24375.34
T018,2027-03-16,19,153,23958.86
T018,2027-03-16,20,118,17519.7
T018,2027-03-16,21,0,0.0
T018,2027-03-16,22,0,0.0
T018,2027-03-16,23,0,0.0
T018,2027-03-17,0,0,0.0
T018,2027-03-17,1,0,0.0
T018,2027-03-17,2,0,0.0
T018,2027-03-17,3,0,0.0
T018,2027-03-17,4,0,0.0
T018,2027-03-17,5,0,0.0
T018,2027-03-17,6,0,0.0
